Time,loss,val_loss,batch
0.000505924,0.458232522,,96
0.00050807,0.458662301,,97
0.000510216,0.458188802,,98
0.000512362,0.459457994,,99
0.000514507,0.45947054,,100
0.00051713,0.459638268,,101
0.000519276,0.45944798,,102
0.000521183,0.458272755,,103
0.000522614,0.458272338,,104
0.000524282,0.457866102,,105
0.000526428,0.457495779,,106
0.000528574,0.455946088,,107
0.000530481,0.455609113,,108
0.000532866,0.454926729,,109
0.000535488,0.454535931,,110
0.000537872,0.454902649,,111
0.00053978,0.454469025,,112
0.000541925,0.454508483,,113
0.000543833,0.453998387,,114
0.000545025,0.453666002,,115
0.000546932,0.454624414,,116
0.00054884,0.454062104,,117
0.00055027,0.454014748,,118
0.000552654,0.452678829,,119
0.000555038,0.453381896,,120
0.000556469,0.452666581,,121
0.000557899,0.452000141,,122
0.000559807,0.452590734,,123
0.000561953,0.452596039,,124
0.000563622,0.45253253,,125
0.000564814,0.453745514,,126
0.000566721,0.453817159,,127
0.00056839,0.453822583,,128
0.000570059,0.454104841,,129
0.000571728,0.454262912,,130
0.000573635,0.453961104,,131
0.000575542,0.454133987,,132
0.000577927,0.454494953,,133
0.000579834,0.454421759,,134
0.000581264,0.454380095,,135
0.000583172,0.454573244,,136
0.000585079,0.45417732,,137
0.000586987,0.453891397,,138
0.000588417,0.454164356,,139
0.000591278,0.454304785,,140
0.000592709,0.453533858,,141
0.000594139,0.453363329,,142
0.00059557,0.454126477,,143
0.000597477,0.454356432,,144
0.000599146,0.454581678,,145
0.000600576,0.454027295,,146
0.000602245,0.454245895,,147
0.000603914,0.454169959,,148
0.000605583,0.453780115,,149
0.000607014,0.453829318,,150
0.000608683,0.454168022,,151
0.00061059,0.453581512,,152
0.000612736,0.454006851,,153
0.000614405,0.454988837,,154
0.000615597,0.454622179,,155
0.000616789,0.454632968,,156
0.000619411,0.512953639,,0
0.000621319,0.454845309,,1
0.000623465,0.455465764,,2
0.00062561,0.43637538,,3
0.000627518,0.419630527,,4
0.000629663,0.433786422,,5
0.000632524,0.432628721,,6
0.000634193,0.426318586,,7
0.000635624,0.425327092,,8
0.000637531,0.422138751,,9
0.000639677,0.417641997,,10
0.0006423,0.424372464,,11
0.000644207,0.419390619,,12
0.000646353,0.417098045,,13
0.00064826,0.419416487,,14
0.000650644,0.424795896,,15
0.000652313,0.430563986,,16
0.000653982,0.430137783,,17
0.00065589,0.427552819,,18
0.00065732,0.437583625,,19
0.000658989,0.436965317,,20
0.000661373,0.441990763,,21
0.000663042,0.443738163,,22
0.000665188,0.443317294,,23
0.000668287,0.444194138,,24
0.000669479,0.441931546,,25
0.000671625,0.442499995,,26
0.000674009,0.443982542,,27
0.00067544,0.442440093,,28
0.000676632,0.441949308,,29
0.000678301,0.442491114,,30
0.000680208,0.441741139,,31
0.000682116,0.441939563,,32
0.000683308,0.444063008,,33
0.000684738,0.446118504,,34
0.000686884,0.445424438,,35
0.000688553,0.440019876,,36
0.00069046,0.442420751,,37
0.000692368,0.444597989,,38
0.000694036,0.445178032,,39
0.000695944,0.443840921,,40
0.000698328,0.441505969,,41
0.000701189,0.442084014,,42
0.000703573,0.441716373,,43
0.000705481,0.443334967,,44
0.000707388,0.444017828,,45
0.000709057,0.441200018,,46
0.000710726,0.439962029,,47
0.000712395,0.441278666,,48
0.000714779,0.442520499,,49
0.000716925,0.443351269,,50
0.000719786,0.443141669,,51
0.000721693,0.442874223,,52
0.0007236,0.443762988,,53
0.000725508,0.441616833,,54
0.000727415,0.443153828,,55
0.000730276,0.443851531,,56
0.000732422,0.444192678,,57
0.000733852,0.444179028,,58
0.00073576,0.444140553,,59
0.000736952,0.444382638,,60
0.000738382,0.443437517,,61
0.000739813,0.443997085,,62
0.00074172,0.442340672,,63
0.000743151,0.441431046,,64
0.000745296,0.443306416,,65
0.000746965,0.442572802,,66
0.000748873,0.442639172,,67
0.000751257,0.44321245,,68
0.000753641,0.443920016,,69
0.000755787,0.444756687,,70
0.000759363,0.445164263,,71
0.000761271,0.446808636,,72
0.000763178,0.446320295,,73
0.000764847,0.4465532,,74
0.000766516,0.445741653,,75
0.000768423,0.445933908,,76
0.000770092,0.445410669,,77
0.000772238,0.44523257,,78
0.000774384,0.444909662,,79
0.000775814,0.444093645,,80
0.00077796,0.443579227,,81
0.000779867,0.443661422,,82
0.000782251,0.444649756,,83
0.000783443,0.445809633,,84
0.000785589,0.447754443,,85
0.000787497,0.447212666,,86
0.000789642,0.447431654,,87
0.000791073,0.447213769,,88
0.000792503,0.446861178,,89
0.000794411,0.446869582,,90
0.000796318,0.446674913,,91
0.000797749,0.446932644,,92
0.000799656,0.446743309,,93
0.000801086,0.446504533,,94
0.000802755,0.445834965,,95
0.00080514,0.445993841,,96
0.000807047,0.447214335,,97
0.000809193,0.448093265,,98
0.000811338,0.448427886,,99
0.000813246,0.449378669,,100
0.000816345,0.448332012,,101
0.000818253,0.448445171,,102
0.00082016,0.447182178,,103
0.000821829,0.446318716,,104
0.000823975,0.446623832,,105
0.000825644,0.447145522,,106
0.000827312,0.446881086,,107
0.000828505,0.447467387,,108
0.00083065,0.445780009,,109
0.000832319,0.444561392,,110
0.000834227,0.444401085,,111
0.000836372,0.443717957,,112
0.000838041,0.443432122,,113
0.000840664,0.442786992,,114
0.000842571,0.442944974,,115
0.000844717,0.443048984,,116
0.000847101,0.443586618,,117
0.000849009,0.443142414,,118
0.000852108,0.443103939,,119
0.000854731,0.443150014,,120
0.0008564,0.442888826,,121
0.000858068,0.443159997,,122
0.000859737,0.442980677,,123
0.000861645,0.44219172,,124
0.000863552,0.442176968,,125
0.000864983,0.443070531,,126
0.000866413,0.442707241,,127
0.000868559,0.442969114,,128
0.000870466,0.442776412,,129
0.000873566,0.443417668,,130
0.000874996,0.443432808,,131
0.000876665,0.443427444,,132
0.000878811,0.443630427,,133
0.000880718,0.443420261,,134
0.000882149,0.44332251,,135
0.000884056,0.443176568,,136
0.000885963,0.442912161,,137
0.000887871,0.444125324,,138
0.000890017,0.444467455,,139
0.000891447,0.44451043,,140
0.000893116,0.444383711,,141
0.000895739,0.444482446,,142
0.000897408,0.444145083,,143
0.000899792,0.444678724,,144
0.000902891,0.444306105,,145
0.000905037,0.44422254,,146
0.000906706,0.444390327,,147
0.000909567,0.444998711,,148
0.000911236,0.445060223,,149
0.00091362,0.44477278,,150
0.000915051,0.444362789,,151
0.000916958,0.443845958,,152
0.00091815,0.445103496,,153
0.000920057,0.445356905,,154
0.000921965,0.444958717,,155
0.000923634,0.444650292,,156
0.000925303,0.479410172,,0
0.000926495,0.453498572,,1
0.000928164,0.42549625,,2
0.000929832,0.411789566,,3
0.000931978,0.416532099,,4
0.000933409,0.42861259,,5
0.000935316,0.400679916,,6
0.000937223,0.40725553,,7
0.000939846,0.408075094,,8
0.000941515,0.409810126,,9
0.000943899,0.411333084,,10
0.000945568,0.418548971,,11
0.000947714,0.411437482,,12
0.00094986,0.414057881,,13
0.000951767,0.413782239,,14
0.000953674,0.418599337,,15
0.000955343,0.421838909,,16
0.000957489,0.42170471,,17
0.000959635,0.422531575,,18
0.000961542,0.427876145,,19
0.000963688,0.431807667,,20
0.00096488,0.434811145,,21
0.000967026,0.432370514,,22
0.000968218,0.434757143,,23
0.000970364,0.433402777,,24
0.000972509,0.438593745,,25
0.00097394,0.43806994,,26
0.000976086,0.438453883,,27
0.000977516,0.438337058,,28
0.000979424,0.436068743,,29
0.000981808,0.434606373,,30
0.000983953,0.436171085,,31
0.000985146,0.436134636,,32
0.000986576,0.437721044,,33
0.000988483,0.438530177,,34
0.000989676,0.438262641,,35
0.000991344,0.437116414,,36
0.000993252,0.437305003,,37
0.000994921,0.435845047,,38
0.00099659,0.433424562,,39
0.00099802,0.432973444,,40
0.000998974,0.434418768,,41
0.00100112,0.433847219,,42
0.001002789,0.434115499,,43
0.001005411,0.435660332,,44
0.00100708,0.434884578,,45
0.001009464,0.43350935,,46
0.001011372,0.430462122,,47
0.001013041,0.431738406,,48
0.001014709,0.431357205,,49
0.00101614,0.434218615,,50
0.001018763,0.435661614,,51
0.00102067,0.43432647,,52
0.001022816,0.43467468,,53
0.001024723,0.434757739,,54
0.001026869,0.436373532,,55
0.001028776,0.43589589,,56
0.001030445,0.436639398,,57
0.001032352,0.434305906,,58
0.001034021,0.434105575,,59
0.001036167,0.433833152,,60
0.001037836,0.434486598,,61
0.001039505,0.434785336,,62
0.001041889,0.434268922,,63
0.001043081,0.433083862,,64
0.001044273,0.432096779,,65
0.001046419,0.434736967,,66
0.001048088,0.434806824,,67
0.001049995,0.435217917,,68
0.001052618,0.435070217,,69
0.001055241,0.435675174,,70
0.001057625,0.43595612,,71
0.001060247,0.436145276,,72
0.001061916,0.436990649,,73
0.001063824,0.43824479,,74
0.001065731,0.438453227,,75
0.001067638,0.438313514,,76
0.001069546,0.438273638,,77
0.001071453,0.43685174,,78
0.001072884,0.436270237,,79
0.001074076,0.43628484,,80
0.001075745,0.436547577,,81
0.001077652,0.435614794,,82
0.001079082,0.436354369,,83
0.001081228,0.436923116,,84
0.001083851,0.438585073,,85
0.001085758,0.438610166,,86
0.001087904,0.438457042,,87
0.001089811,0.438682914,,88
0.00109148,0.438972741,,89
0.001093626,0.437814534,,90
0.001094818,0.437014818,,91
0.001096249,0.43834129,,92
0.001098633,0.43832612,,93
0.001099586,0.438273698,,94
0.001101017,0.438253909,,95
0.001102209,0.437964886,,96
0.001104116,0.438317358,,97
0.001105785,0.43851757,,98
0.001107454,0.439481854,,99
0.001109362,0.440393478,,100
0.001111507,0.440346599,,101
0.001113176,0.440078616,,102
0.001114607,0.439173907,,103
0.001116276,0.439279079,,104
0.001117945,0.439035028,,105
0.001119852,0.438684851,,106
0.001121759,0.439483255,,107
0.001123428,0.438272923,,108
0.001125336,0.437087357,,109
0.001127243,0.436545044,,110
0.00112915,0.435836792,,111
0.001131535,0.435881466,,112
0.001133204,0.435229093,,113
0.001135111,0.435246468,,114
0.001137495,0.435930341,,115
0.001139164,0.435903877,,116
0.001141071,0.43587181,,117
0.001143694,0.435354978,,118
0.001145124,0.435112327,,119
0.001147032,0.434847683,,120
0.001148224,0.434741437,,121
0.001150131,0.434416533,,122
0.0011518,0.434797466,,123
0.001153946,0.435050637,,124
0.001156092,0.435220152,,125
0.001158237,0.435388386,,126
0.001160383,0.436692715,,127
0.001161575,0.435950547,,128
0.001164198,0.435963392,,129
0.001166582,0.435031772,,130
0.001168728,0.434548557,,131
0.001170635,0.435004354,,132
0.001172543,0.434157312,,133
0.001174212,0.435274005,,134
0.001176119,0.436037302,,135
0.001178265,0.436454147,,136
0.001180172,0.436356902,,137
0.001181602,0.436506301,,138
0.001183033,0.436150849,,139
0.001184702,0.437143922,,140
0.001187086,0.4369995,,141
0.001188755,0.436860383,,142
0.001190662,0.436823934,,143
0.001192808,0.436569542,,144
0.001194477,0.436657608,,145
0.001196384,0.436935991,,146
0.001198292,0.437364638,,147
0.001209259,0.437323332,,148
0.001211166,0.437412411,,149
0.001213312,0.437564582,,150
0.001214743,0.437291801,,151
0.001216412,0.437233865,,152
0.001217842,0.437187046,,153
0.001219034,0.437515259,,154
0.001220703,0.436928689,,155
0.001221895,0.436975539,,156
0.001224041,0.487303644,,0
0.001225948,0.435162067,,1
0.001227856,0.396877021,,2
0.001229763,0.416371435,,3
0.001231432,0.409835041,,4
0.001233578,0.414126277,,5
0.001235008,0.408498019,,6
0.001236677,0.403835863,,7
0.001238346,0.403482288,,8
0.001240015,0.400671422,,9
0.001241922,0.406589001,,10
0.001244545,0.411811799,,11
0.001247406,0.403591156,,12
0.001248837,0.398255914,,13
0.001251698,0.397494227,,14
0.001253366,0.404456496,,15
0.001255512,0.413475871,,16
0.001257658,0.416727871,,17
0.001259804,0.413675755,,18
0.001261473,0.420285136,,19
0.001263142,0.426045775,,20
0.001265287,0.43057096,,21
0.001267433,0.429703146,,22
0.001269341,0.43064943,,23
0.001271248,0.426802933,,24
0.001273394,0.432553709,,25
0.001275778,0.433718652,,26
0.001277685,0.433686227,,27
0.001280308,0.432756603,,28
0.001282692,0.431724191,,29
0.001284838,0.435367882,,30
0.001286507,0.433859587,,31
0.001288414,0.434411228,,32
0.001289606,0.433686554,,33
0.001291513,0.433941692,,34
0.001294136,0.434250057,,35
0.001296043,0.432251245,,36
0.001298189,0.432783931,,37
0.00129962,0.432830364,,38
0.001301289,0.429755837,,39
0.001303196,0.430715978,,40
0.001305342,0.431229949,,41
0.001307487,0.429974258,,42
0.001309633,0.43058759,,43
0.001312971,0.432647079,,44
0.001314878,0.431119472,,45
0.001316786,0.429576457,,46
0.001318693,0.427277923,,47
0.001321554,0.426461935,,48
0.001324415,0.428211361,,49
0.001327038,0.42775166,,50
0.001329422,0.426728547,,51
0.001331568,0.429995596,,52
0.001333475,0.429311812,,53
0.001335621,0.43117705,,54
0.001338005,0.428582847,,55
0.001339436,0.429516047,,56
0.001342058,0.431345254,,57
0.001344919,0.430007249,,58
0.001346827,0.430687547,,59
0.001348972,0.430187404,,60
0.00135088,0.431129158,,61
0.001352072,0.431472391,,62
0.001354218,0.429509133,,63
0.001355886,0.430263013,,64
0.001358032,0.428982615,,65
0.001360178,0.429330498,,66
0.001363039,0.428595662,,67
0.001364946,0.428522974,,68
0.001366377,0.42944175,,69
0.001368046,0.430917561,,70
0.001370192,0.431518376,,71
0.001372099,0.432914346,,72
0.001373529,0.43125239,,73
0.001375914,0.432108611,,74
0.001378059,0.432638675,,75
0.001380444,0.434041053,,76
0.001382113,0.432862639,,77
0.001383305,0.431455195,,78
0.001384497,0.432520628,,79
0.001385927,0.430574536,,80
0.001388073,0.430166572,,81
0.001390219,0.431176394,,82
0.001391411,0.429965973,,83
0.001392603,0.430677176,,84
0.001394272,0.431057543,,85
0.001396656,0.4308002,,86
0.001398563,0.433501333,,87
0.001401186,0.433135808,,88
0.001403093,0.433128059,,89
0.001405478,0.432509929,,90
0.001407146,0.432148069,,91
0.001408815,0.432910055,,92
0.001410723,0.432496667,,93
0.00141263,0.433149785,,94
0.001414299,0.432642221,,95
0.001415968,0.433578283,,96
0.001417398,0.43417114,,97
0.001419306,0.434328586,,98
0.001420498,0.434468567,,99
0.001422644,0.435073525,,100
0.001424551,0.43492496,,101
0.001425982,0.434918165,,102
0.001428366,0.43448621,,103
0.001430511,0.433687776,,104
0.001432896,0.43379274,,105
0.001434326,0.433352023,,106
0.001436234,0.432665944,,107
0.001438141,0.431693405,,108
0.001441002,0.431318909,,109
0.001442671,0.43106088,,110
0.001445532,0.430092961,,111
0.001447916,0.429610372,,112
0.001449347,0.429594249,,113
0.001451492,0.430244863,,114
0.001453876,0.429931194,,115
0.001455784,0.430425882,,116
0.001457453,0.430057555,,117
0.001459122,0.429190636,,118
0.001461267,0.42874521,,119
0.001462698,0.428361744,,120
0.001464367,0.428449452,,121
0.001465559,0.429231048,,122
0.001467466,0.428897709,,123
0.001469374,0.429189175,,124
0.001470804,0.429046839,,125
0.001472712,0.429922491,,126
0.001474619,0.429853946,,127
0.001476765,0.430107474,,128
0.00147891,0.429952413,,129
0.001481295,0.430266261,,130
0.001483202,0.430680096,,131
0.001485586,0.430076033,,132
0.001487494,0.430669397,,133
0.001489401,0.430794567,,134
0.001491308,0.430710465,,135
0.001493216,0.430448771,,136
0.001494884,0.430532992,,137
0.001496792,0.430600077,,138
0.001498699,0.431047946,,139
0.001500845,0.431722641,,140
0.001502037,0.430914015,,141
0.00150466,0.431684583,,142
0.001507282,0.431113005,,143
0.001509428,0.43168056,,144
0.001511335,0.431229383,,145
0.001513004,0.431147963,,146
0.00151515,0.4309403,,147
0.001517296,0.43139106,,148
0.001518965,0.431744337,,149
0.001520872,0.431842774,,150
0.001522541,0.431309253,,151
0.001524448,0.431071997,,152
0.001526594,0.431706667,,153
0.001528025,0.431505859,,154
0.00153017,0.431440979,,155
0.001531601,0.431233734,,156
0.001533508,0.461948842,,0
0.001534939,0.440105557,,1
0.001537085,0.429196268,,2
0.001538754,0.421050191,,3
0.001540184,0.416135252,,4
0.001542568,0.405129343,,5
0.001544476,0.407057434,,6
0.001546383,0.401255369,,7
0.001548529,0.404029131,,8
0.001550436,0.401336581,,9
0.001552105,0.406461149,,10
0.001553535,0.401168257,,11
0.001555681,0.396193445,,12
0.00155735,0.39894262,,13
0.001558542,0.403526336,,14
0.001560211,0.405153751,,15
0.001561642,0.406515986,,16
0.001563549,0.409689903,,17
0.001565933,0.411795139,,18
0.001567602,0.415023655,,19
0.001569748,0.419526458,,20
0.001571178,0.42249012,,21
0.001573324,0.422540247,,22
0.001575232,0.422326475,,23
0.001577139,0.421653777,,24
0.001579762,0.420211196,,25
0.001581669,0.42391184,,26
0.001583576,0.422774822,,27
0.001585722,0.421938211,,28
0.001587629,0.421098232,,29
0.001589537,0.420878947,,30
0.001590729,0.422878236,,31
0.001592875,0.42284441,,32
0.00159502,0.425929189,,33
0.001596689,0.428768873,,34
0.00159812,0.426230073,,35
0.001600027,0.424629241,,36
0.001601934,0.42337814,,37
0.001603842,0.426876545,,38
0.001606226,0.426161677,,39
0.00160861,0.424599528,,40
0.001610518,0.423253149,,41
0.00161171,0.422862202,,42
0.001613617,0.421880543,,43
0.001615524,0.421179354,,44
0.001617193,0.42217052,,45
0.001619339,0.419913441,,46
0.001621485,0.41885969,,47
0.001623631,0.42080915,,48
0.001626253,0.421438664,,49
0.001628399,0.42309612,,50
0.001630545,0.42389074,,51
0.00163269,0.422507912,,52
0.001634359,0.422499627,,53
0.001636505,0.423545122,,54
0.001638889,0.423578948,,55
0.001640797,0.422899216,,56
0.001642942,0.422314644,,57
0.001645088,0.422339141,,58
0.001646996,0.421153337,,59
0.00164938,0.422266126,,60
0.001651764,0.422775924,,61
0.001653671,0.42421785,,62
0.001655817,0.42212683,,63
0.001658201,0.423402816,,64
0.001659393,0.421242952,,65
0.001661539,0.422937274,,66
0.001663208,0.421083719,,67
0.001664877,0.422064751,,68
0.001666546,0.422996253,,69
0.001667976,0.423192203,,70
0.001670122,0.425106466,,71
0.001672029,0.424301475,,72
0.001674414,0.424974889,,73
0.001676559,0.425561547,,74
0.001678467,0.426340818,,75
0.001680613,0.425101131,,76
0.00168252,0.424599767,,77
0.001684904,0.423636049,,78
0.001686573,0.423502862,,79
0.001688004,0.42300114,,80
0.001689911,0.423075557,,81
0.001691818,0.422310203,,82
0.001693964,0.422633111,,83
0.001695871,0.424264312,,84
0.001697779,0.424706072,,85
0.001700163,0.424854457,,86
0.00170207,0.425255686,,87
0.001704454,0.425992996,,88
0.0017066,0.425708234,,89
0.001709223,0.426011264,,90
0.00171113,0.426433176,,91
0.001713514,0.427234858,,92
0.001715899,0.426485866,,93
0.001717806,0.427227348,,94
0.001718998,0.426396817,,95
0.001720667,0.426643491,,96
0.001722097,0.426450729,,97
0.001723528,0.426859051,,98
0.001725435,0.426786184,,99
0.001727104,0.427804202,,100
0.001729012,0.428074002,,101
0.001731634,0.42767024,,102
0.001733065,0.428162903,,103
0.001734495,0.427256644,,104
0.001736879,0.426591545,,105
0.001738548,0.426978141,,106
0.001740456,0.426200986,,107
0.00174284,0.425169915,,108
0.001744509,0.425361603,,109
0.001746655,0.424315542,,110
0.001749039,0.423890173,,111
0.001750469,0.424136579,,112
0.001752138,0.422984481,,113
0.001753807,0.423429519,,114
0.001756191,0.423674524,,115
0.001758337,0.423539251,,116
0.001760721,0.424132615,,117
0.001762629,0.422986954,,118
0.001764059,0.422979891,,119
0.001765966,0.422922969,,120
0.001768112,0.422350138,,121
0.001769781,0.422640592,,122
0.001772404,0.422815353,,123
0.001774073,0.42216149,,124
0.001775503,0.422367066,,125
0.001777172,0.423186898,,126
0.001778841,0.423711091,,127
0.001780272,0.423691869,,128
0.00178194,0.423505783,,129
0.001785278,0.423766494,,130
0.00178647,0.423843652,,131
0.001788378,0.423672915,,132
0.001790047,0.423346519,,133
0.001791716,0.423933178,,134
