Nodule_FPR,Nodule_TPR,Nodule_AUC, ,Infiltration_FPR,Infiltration_TPR,Infiltration_AUC, ,Effusion_FPR,Effusion_TPR,Effusion_AUC, ,Atelectasis_FPR,Atelectasis_TPR,Atelectasis_AUC, ,Total_FPR,Total_TPR,Total_AUC
0.0,0.0,0.6078058404873196,,0.0,0.0,0.6229439662262185,,0.0,0.0,0.8163204112229598,,0.0,0.0,0.7103686761685418,,0.0,0.0,0.6078058404873196
0.0,0.0034602076124567,0.6078058404873196,,0.0,0.001207729468599,0.6229439662262185,,0.0,0.0015037593984962,0.8163204112229598,,0.0002950722927117,0.0,0.7103686761685418,,0.0,0.0034602076124567,0.6078058404873196
0.0,0.0103806228373702,0.6078058404873196,,0.0,0.0060386473429951,0.6229439662262185,,0.000599700149925,0.0015037593984962,0.8163204112229598,,0.0002950722927117,0.0032733224222585,0.7103686761685418,,0.0,0.0103806228373702,0.6078058404873196
0.002694691457828,0.0103806228373702,0.6078058404873196,,0.0003152585119798,0.0060386473429951,0.6229439662262185,,0.000599700149925,0.0030075187969924,0.8163204112229598,,0.0005901445854234,0.0032733224222585,0.7103686761685418,,0.002694691457828,0.0103806228373702,0.6078058404873196
0.002694691457828,0.0138408304498269,0.6078058404873196,,0.0003152585119798,0.0084541062801932,0.6229439662262185,,0.0008995502248875,0.0030075187969924,0.8163204112229598,,0.0005901445854234,0.0098199672667757,0.7103686761685418,,0.002694691457828,0.0138408304498269,0.6078058404873196
0.0035030988951765,0.0138408304498269,0.6078058404873196,,0.0006305170239596,0.0084541062801932,0.6229439662262185,,0.0008995502248875,0.0045112781954887,0.8163204112229598,,0.0008852168781351,0.0098199672667757,0.7103686761685418,,0.0035030988951765,0.0138408304498269,0.6078058404873196
0.0035030988951765,0.0207612456747404,0.6078058404873196,,0.0006305170239596,0.0108695652173913,0.6229439662262185,,0.00119940029985,0.0045112781954887,0.8163204112229598,,0.0008852168781351,0.0130932896890343,0.7103686761685418,,0.0035030988951765,0.0207612456747404,0.6078058404873196
0.0067367286445701,0.0207612456747404,0.6078058404873196,,0.0012610340479192,0.0108695652173913,0.6229439662262185,,0.00119940029985,0.0075187969924812,0.8163204112229598,,0.0011802891708468,0.0130932896890343,0.7103686761685418,,0.0067367286445701,0.0207612456747404,0.6078058404873196
0.0067367286445701,0.0242214532871972,0.6078058404873196,,0.0012610340479192,0.0144927536231884,0.6229439662262185,,0.0014992503748125,0.0075187969924812,0.8163204112229598,,0.0011802891708468,0.0147299509001636,0.7103686761685418,,0.0067367286445701,0.0242214532871972,0.6078058404873196
0.0075451360819186,0.0242214532871972,0.6078058404873196,,0.0015762925598991,0.0144927536231884,0.6229439662262185,,0.0014992503748125,0.0090225563909774,0.8163204112229598,,0.0014753614635585,0.0147299509001636,0.7103686761685418,,0.0075451360819186,0.0242214532871972,0.6078058404873196
