Time,loss,val_auc,batch,,,,
0.000601053,0.463787466,,134,,,,
0.000602961,0.463306665,,135,,,,
0.000605345,0.463577002,,136,,,,
0.000607252,0.462832451,,137,,,,
0.000608683,0.462914735,,138,,,,
0.000611067,0.462969631,,139,,,,
0.000612974,0.462771922,,140,,,,
0.000614643,0.46253854,,141,,,,
0.000617027,0.46227473,,142,,,,
0.000618935,0.462494314,,143,,,,
0.000620604,0.462932408,,144,,,,
0.000622988,0.463225335,,145,,,,
0.000624657,0.462721646,,146,,,,
0.000626087,0.461996853,,147,,,,
0.000627995,0.461144835,,148,,,,
0.00063014,0.46066162,,149,,,,
0.000632524,0.461571455,,150,,,,
0.000634432,0.46156016,,151,,,,
0.000635862,0.461505502,,152,,,,
0.000638008,0.4615587,,153,,,,
0.000640631,0.462227643,,154,,,,
0.0006423,0.461839199,,155,,,,
0.000643969,0.461784482,,156,,,,
0.000646353,0.461691916,,0,,,,
0.00064826,0.503592193,,1,,,,
0.000650644,0.467691183,,2,,,,
0.000653028,0.471645594,,3,,,,
0.000655413,0.472046196,,4,,,,
0.000657797,0.479258806,,5,,,,
0.000659943,0.478668511,,6,,,,
0.000663042,0.494172037,,7,,,,
0.000665188,0.498619974,,8,,,,
0.000666857,0.495388746,,9,,,,
0.000668764,0.486367583,,10,,,,
0.00067091,0.481064796,,11,,,,
0.000672817,0.476315498,,12,,,,
0.000674725,0.475887507,,13,,,,
0.000676632,0.470507771,,14,,,,
0.000679493,0.466653556,,15,,,,
0.000681639,0.461180568,,16,,,,
0.000683546,0.462437958,,17,,,,
0.000685692,0.45941487,,18,,,,
0.000688314,0.458016694,,19,,,,
0.000690699,0.458976924,,20,,,,
0.000693798,0.460237235,,21,,,,
0.000696421,0.454703122,,22,,,,
0.000698566,0.455213547,,23,,,,
0.000700474,0.458064437,,24,,,,
0.000702858,0.457150191,,25,,,,
0.000705242,0.458206505,,26,,,,
0.000707865,0.459940642,,27,,,,
0.000710011,0.454530537,,28,,,,
0.000712156,0.455617905,,29,,,,
0.000714064,0.455509633,,30,,,,
0.000715971,0.458625078,,31,,,,
0.000724077,0.457476616,,32,,,,
0.000725746,0.457593381,,33,,,,
0.000727892,0.458008528,,34,,,,
0.000729561,0.456662118,,35,,,,
0.000731945,0.455618203,,36,,,,
0.000733852,0.451897115,,37,,,,
0.00073576,0.450075597,,38,,,,
0.000737667,0.451264918,,39,,,,
0.000739574,0.450583577,,40,,,,
0.00074172,0.452687949,,41,,,,
0.000743628,0.451069176,,42,,,,
0.000745296,0.454655558,,43,,,,
0.000747681,0.45792377,,44,,,,
0.00074935,0.459849536,,45,,,,
0.000751495,0.459659487,,46,,,,
0.000754118,0.460031062,,47,,,,
0.000756025,0.459790558,,48,,,,
0.000757933,0.459523857,,49,,,,
0.00075984,0.460927665,,50,,,,
0.000761509,0.460993797,,51,,,,
0.000763416,0.459293783,,52,,,,
0.000764847,0.459489107,,53,,,,
0.000766993,0.459670812,,54,,,,
0.000769138,0.457736939,,55,,,,
0.000770807,0.458569646,,56,,,,
0.000772715,0.462043196,,57,,,,
0.000774622,0.460864097,,58,,,,
0.000776529,0.462626964,,59,,,,
0.000778198,0.460947454,,60,,,,
0.000780821,0.462132782,,61,,,,
0.00078249,0.460192859,,62,,,,
0.000784397,0.459654719,,63,,,,
0.000794649,0.459667832,,64,,,,
0.000796556,0.459153324,,65,,,,
0.000798225,0.460186332,,66,,,,
0.000800371,0.459963977,,67,,,,
0.000802279,0.459771216,,68,,,,
0.000804424,0.460246056,,69,,,,
0.000806093,0.460067272,,70,,,,
0.000808239,0.460003704,,71,,,,
0.000810146,0.459424049,,72,,,,
0.000812292,0.458852977,,73,,,,
0.000813961,0.459022671,,74,,,,
0.000815868,0.457703382,,75,,,,
0.000818014,0.457636833,,76,,,,
0.000819683,0.456736356,,77,,,,
0.000821829,0.456039608,,78,,,,
0.000824451,0.455901086,,79,,,,
0.000826597,0.455931783,,80,,,,
0.000828743,0.455271423,,81,,,,
0.000830889,0.454358578,,82,,,,
0.000832558,0.455248147,,83,,,,
0.000834703,0.455659449,,84,,,,
0.000836849,0.454819649,,85,,,,
0.000838757,0.454940349,,86,,,,
0.000840902,0.455547065,,87,,,,
0.000843287,0.455979854,,88,,,,
0.000844479,0.455855399,,89,,,,
0.000846624,0.45595172,,90,,,,
0.000849009,0.455440521,,91,,,,
0.000851154,0.455683261,,92,,,,
0.000852823,0.455664605,,93,,,,
0.000855446,0.454521388,,94,,,,
0.00085783,0.455705285,,95,,,,
0.000859499,0.454535991,,96,,,,
0.000861645,0.454197198,,97,,,,
0.000864506,0.453213513,,98,,,,
0.000866175,0.452006996,,99,,,,
0.000868797,0.450628459,,100,,,,
0.000870466,0.450672388,,101,,,,
0.000872135,0.450866818,,102,,,,
0.000874758,0.450681806,,103,,,,
0.000876427,0.451096624,,104,,,,
0.000877857,0.452099532,,105,,,,
0.000880241,0.452024758,,106,,,,
0.000883102,0.451582164,,107,,,,
0.000885248,0.451538414,,108,,,,
0.000886917,0.450971574,,109,,,,
0.000889063,0.451181233,,110,,,,
0.000890493,0.45116514,,111,,,,
0.000892639,0.45120284,,112,,,,
0.000894547,0.450852305,,113,,,,
0.000896692,0.450506151,,114,,,,
0.000898838,0.450535387,,115,,,,
0.000900507,0.450332433,,116,,,,
0.000902653,0.451946646,,117,,,,
0.00090456,0.452313781,,118,,,,
0.000906229,0.451029718,,119,,,,
0.000914812,0.451038778,,120,,,,
0.000916004,0.451155961,,121,,,,
0.00091815,0.451775879,,122,,,,
0.000920534,0.451289237,,123,,,,
0.00092268,0.45187223,,124,,,,
0.000931263,0.451617271,,125,,,,
0.000932693,0.452810526,,126,,,,
0.000934839,0.452771336,,127,,,,
0.000937462,0.452859104,,128,,,,
0.000939846,0.452924162,,129,,,,
0.000941515,0.452752024,,130,,,,
0.000943422,0.452844411,,131,,,,
0.00094533,0.452483058,,132,,,,
0.000946999,0.452137113,,133,,,,
0.000949144,0.452348828,,134,,,,
0.000950575,0.452607602,,135,,,,
0.000952005,0.452994138,,136,,,,
0.000953674,0.452348739,,137,,,,
0.00095582,0.452735782,,138,,,,
0.000957966,0.453158498,,139,,,,
0.000959873,0.453079075,,140,,,,
0.000962496,0.452904671,,141,,,,
0.00096488,0.453461498,,142,,,,
0.000967264,0.453336865,,143,,,,
0.00096941,0.453040183,,144,,,,
0.000972033,0.452561468,,145,,,,
0.000974417,0.452267021,,146,,,,
0.000976563,0.451993793,,147,,,,
0.000978708,0.451371014,,148,,,,
0.000980616,0.450744212,,149,,,,
0.000982523,0.451025903,,150,,,,
0.000984192,0.451198131,,151,,,,
0.000986576,0.451749802,,152,,,,
0.00098896,0.451600909,,153,,,,
0.000990868,0.452133685,,154,,,,
0.00099349,0.451652616,,155,,,,
0.000995159,0.451547652,,156,,,,
0.000997305,0.450666726,,0,,,,
0.000998974,0.457235366,,1,,,,
0.001000404,0.464154571,,2,,,,
0.00100255,0.469773591,,3,,,,
0.001004696,0.494681448,,4,,,,
0.001006842,0.483914018,,5,,,,
0.001009464,0.488741368,,6,,,,
0.001019955,0.489320755,,7,,,,
0.001022577,0.483960301,,8,,,,
0.001024961,0.476372421,,9,,,,
0.001026869,0.482174009,,10,,,,
0.001028776,0.479655981,,11,,,,
0.001030684,0.476561546,,12,,,,
0.001033068,0.467858762,,13,,,,
0.001034498,0.460850775,,14,,,,
0.00103569,0.462136239,,15,,,,
0.001037598,0.454832792,,16,,,,
0.001039267,0.462313324,,17,,,,
0.001041174,0.458088011,,18,,,,
0.001043081,0.456301063,,19,,,,
0.001045465,0.454725623,,20,,,,
0.001047611,0.462423682,,21,,,,
0.001049995,0.457352668,,22,,,,
0.001052141,0.453654021,,23,,,,
0.001054525,0.453370512,,24,,,,
0.001057148,0.452730834,,25,,,,
0.001058817,0.452963501,,26,,,,
0.001060247,0.454003394,,27,,,,
0.001062393,0.452832013,,28,,,,
0.001064539,0.449958861,,29,,,,
0.001065731,0.451364517,,30,,,,
0.001068354,0.451947868,,31,,,,
0.001070499,0.452842236,,32,,,,
0.001072168,0.451771259,,33,,,,
0.001073837,0.455453068,,34,,,,
0.00107646,0.450492859,,35,,,,
0.001078606,0.45102939,,36,,,,
0.001080275,0.448086649,,37,,,,
0.001083136,0.444917232,,38,,,,
0.001084566,0.444414943,,39,,,,
0.001086235,0.44541344,,40,,,,
0.001087904,0.443467557,,41,,,,
0.00109005,0.444815308,,42,,,,
0.001091957,0.44617036,,43,,,,
0.001093864,0.450501412,,44,,,,
0.001096249,0.451924145,,45,,,,
0.001098394,0.450080633,,46,,,,
0.001100063,0.450310856,,47,,,,
0.001101732,0.452715129,,48,,,,
0.001104116,0.452915698,,49,,,,
0.001106024,0.452361733,,50,,,,
0.00110817,0.450820863,,51,,,,
0.001110315,0.450227231,,52,,,,
0.001111984,0.45140177,,53,,,,
0.001113653,0.451236874,,54,,,,
0.001115561,0.450896561,,55,,,,
0.001117229,0.450247347,,56,,,,
0.001119137,0.452097476,,57,,,,
0.001120567,0.450977385,,58,,,,
0.001122236,0.451734334,,59,,,,
0.001124382,0.451942861,,60,,,,
0.001126528,0.451903909,,61,,,,
0.001128197,0.451753259,,62,,,,
0.001129627,0.452270895,,63,,,,
0.001131058,0.451774836,,64,,,,
0.001132727,0.45176208,,65,,,,
0.001133919,0.452264488,,66,,,,
0.001135826,0.452706039,,67,,,,
0.001138449,0.451888293,,68,,,,
0.001139641,0.451909721,,69,,,,
0.001142263,0.451360464,,70,,,,
0.001144409,0.451228142,,71,,,,
0.00114584,0.451936424,,72,,,,
0.001147747,0.450447172,,73,,,,
0.001149654,0.449564576,,74,,,,
0.001150846,0.45038408,,75,,,,
0.001152992,0.449704409,,76,,,,
0.001155615,0.448578566,,77,,,,
0.001157522,0.446485102,,78,,,,
0.00115943,0.44603309,,79,,,,
0.001161337,0.445448756,,80,,,,
0.00116396,0.446703047,,81,,,,
0.001167059,0.446855426,,82,,,,
0.001169682,0.446499914,,83,,,,
0.00117135,0.446950972,,84,,,,
0.001173019,0.446855992,,85,,,,
0.00117445,0.447081655,,86,,,,
0.00117588,0.447732657,,87,,,,
0.001178265,0.447000057,,88,,,,
0.001180172,0.446471483,,89,,,,
0.001182079,0.446601152,,90,,,,
0.001183748,0.447081119,,91,,,,
0.001185894,0.447247535,,92,,,,
0.001188517,0.446867079,,93,,,,
0.001190662,0.447280735,,94,,,,
0.00119257,0.447001964,,95,,,,
0.001194954,0.446120977,,96,,,,
0.001197577,0.446145415,,97,,,,
0.001199007,0.445199549,,98,,,,
0.001200914,0.444058508,,99,,,,
0.00120306,0.442648232,,100,,,,
0.001204967,0.443234652,,101,,,,
0.001206875,0.44315052,,102,,,,
0.001209736,0.443618834,,103,,,,
0.001212597,0.443458289,,104,,,,
0.001214027,0.443308085,,105,,,,
0.001215935,0.443352491,,106,,,,
0.001217604,0.443503767,,107,,,,
0.001219034,0.443715066,,108,,,,
0.001220942,0.443172038,,109,,,,
0.001224279,0.442901433,,110,,,,
0.001226187,0.442499191,,111,,,,
0.001228333,0.443083227,,112,,,,
0.00123024,0.442999691,,113,,,,
0.001231432,0.442675412,,114,,,,
0.001232624,0.442653716,,115,,,,
0.001234055,0.442822456,,116,,,,
0.001235485,0.443689853,,117,,,,
0.001237631,0.444057286,,118,,,,
0.0012393,0.444792718,,119,,,,
0.00124073,0.44460547,,120,,,,
0.001242161,0.444385141,,121,,,,
0.001244068,0.444756359,,122,,,,
0.001246452,0.443744123,,123,,,,
0.001249075,0.444117278,,124,,,,
0.001251936,0.444450468,,125,,,,
0.001253843,0.44451201,,126,,,,
0.001255512,0.444698811,,127,,,,
0.001257658,0.445578068,,128,,,,
0.001259565,0.445004135,,129,,,,
0.001261473,0.445082873,,130,,,,
0.001263857,0.445021361,,131,,,,
0.001265526,0.445344269,,132,,,,
0.001266956,0.445801735,,133,,,,
0.001268148,0.445328385,,134,,,,
0.001270056,0.444651514,,135,,,,
0.001271248,0.44498381,,136,,,,
0.001274347,0.444493592,,137,,,,
0.001281977,0.444355339,,138,,,,
0.001283884,0.44444719,,139,,,,
0.001285076,0.443690002,,140,,,,
0.001286983,0.444048703,,141,,,,
0.001289368,0.444118083,,142,,,,
0.001291275,0.444281489,,143,,,,
0.001293182,0.444462121,,144,,,,
0.001295328,0.44413048,,145,,,,
0.001296997,0.443892658,,146,,,,
0.001299143,0.443407327,,147,,,,
0.001301289,0.442911863,,148,,,,
0.001302958,0.44286266,,149,,,,
0.001305342,0.443074673,,150,,,,
0.001307011,0.443472803,,151,,,,
0.001309633,0.443384171,,152,,,,
0.001311064,0.443139076,,153,,,,
0.001312494,0.443957329,,154,,,,
0.00131464,0.44370833,,155,,,,
0.001316309,0.443532556,,156,,,,
0.001318693,0.450319171,,0,,,,
0.001320362,0.495369017,,1,,,,
0.001322031,0.466968447,,2,,,,
0.001324177,0.456484199,,3,,,,
0.001326323,0.45395571,,4,,,,
0.001328468,0.468057603,,5,,,,
0.001330137,0.467101574,,6,,,,
0.001332045,0.474695146,,7,,,,
0.00133419,0.474044055,,8,,,,
0.001336098,0.460935742,,9,,,,
0.001338243,0.45271197,,10,,,,
0.001340151,0.460220098,,11,,,,
0.001342773,0.459164977,,12,,,,
0.001345396,0.458665222,,13,,,,
0.001348019,0.455544651,,14,,,,
0.001349926,0.452235252,,15,,,,
0.001351357,0.449236929,,16,,,,
0.001353025,0.446964264,,17,,,,
0.001355171,0.444190741,,18,,,,
0.001357317,0.443938673,,19,,,,
0.001360416,0.445593894,,20,,,,
0.001362801,0.441070259,,21,,,,
0.001364231,0.440260142,,22,,,,
0.001366138,0.437823504,,23,,,,
0.001367807,0.437220842,,24,,,,
0.001370668,0.437542439,,25,,,,
0.001372576,0.437155485,,26,,,,
0.00137496,0.436121136,,27,,,,
0.001377106,0.437460393,,28,,,,
0.001379251,0.436296672,,29,,,,
0.001381874,0.435272187,,30,,,,
0.00138402,0.436564326,,31,,,,
0.001385927,0.437781066,,32,,,,
0.001387596,0.435958475,,33,,,,
0.001389742,0.43796888,,34,,,,
0.001392126,0.437537789,,35,,,,
0.001394033,0.434569269,,36,,,,
0.001396656,0.431723744,,37,,,,
0.001398325,0.432795584,,38,,,,
0.001399994,0.432546526,,39,,,,
0.001402617,0.432349801,,40,,,,
0.001404047,0.435184121,,41,,,,
0.001406193,0.436075091,,42,,,,
0.001408339,0.435713947,,43,,,,
0.001410246,0.43817541,,44,,,,
0.001412392,0.438971281,,45,,,,
0.001413822,0.437880248,,46,,,,
0.001415968,0.437313646,,47,,,,
0.001417398,0.438885987,,48,,,,
0.001419306,0.439495355,,49,,,,
0.001420975,0.439823627,,50,,,,
0.001422882,0.440486878,,51,,,,
0.001425028,0.440745443,,52,,,,
0.001426935,0.441679209,,53,,,,
0.001428843,0.442832559,,54,,,,
0.00143075,0.442870915,,55,,,,
0.001432896,0.442622572,,56,,,,
0.001435518,0.442901522,,57,,,,
0.001437426,0.442616343,,58,,,,
0.00143981,0.443179876,,59,,,,
0.001441002,0.442354262,,60,,,,
0.001443386,0.44015491,,61,,,,
0.001444578,0.440143198,,62,,,,
0.001446962,0.442895323,,63,,,,
0.001449108,0.442611843,,64,,,,
0.001451254,0.443071038,,65,,,,
0.001452684,0.442886233,,66,,,,
0.001455069,0.440475911,,67,,,,
0.001456738,0.4403781,,68,,,,
0.001458883,0.442473859,,69,,,,
0.001461506,0.442103684,,70,,,,
0.001463413,0.441428632,,71,,,,
0.001465082,0.442266345,,72,,,,
0.001466751,0.442433953,,73,,,,
0.001469374,0.440940946,,74,,,,
0.001470804,0.439275801,,75,,,,
0.001472473,0.439170331,,76,,,,
0.001474142,0.43848303,,77,,,,
0.001476049,0.437524974,,78,,,,
0.00147748,0.437352419,,79,,,,
0.001479626,0.437739938,,80,,,,
0.001481295,0.437561363,,81,,,,
0.001483202,0.437823385,,82,,,,
0.001485825,0.437961578,,83,,,,
0.001487494,0.437320113,,84,,,,
0.001489639,0.43792972,,85,,,,
0.001491308,0.438311994,,86,,,,
0.001493454,0.43908146,,87,,,,
0.001495123,0.439574897,,88,,,,
0.001497984,0.440034777,,89,,,,
0.00150013,0.44020614,,90,,,,
0.001501322,0.439806223,,91,,,,
0.001502991,0.439273626,,92,,,,
0.001504421,0.438000172,,93,,,,
0.001505852,0.438002348,,94,,,,
0.001507998,0.438244939,,95,,,,
0.001510143,0.437222898,,96,,,,
0.001512527,0.437973052,,97,,,,
0.001514912,0.437106907,,98,,,,
