Nodule_FPR,Nodule_TPR,Nodule_AUC, ,Infiltration_FPR,Infiltration_TPR,Infiltration_AUC, ,Effusion_FPR,Effusion_TPR,Effusion_AUC, ,Atelectasis_FPR,Atelectasis_TPR,Atelectasis_AUC, ,Total_FPR,Total_TPR,Total_AUC
0.0,0.0,0.6042747176995797,,0.0,0.0,0.6136059318621134,,0.0,0.0,0.8262621898487895,,0.0,0.0,0.7649833286276484,,0.0,0.0,0.6042747176995797
0.0002626050420168,0.0,0.6042747176995797,,0.0003221649484536,0.0,0.6136059318621134,,0.0,0.0025188916876574,0.8262621898487895,,0.0002724053391446,0.0,0.7649833286276484,,0.0002626050420168,0.0,0.6042747176995797
0.0002626050420168,0.0104166666666666,0.6042747176995797,,0.0003221649484536,0.0022321428571428,0.6136059318621134,,0.0,0.0050377833753148,0.8262621898487895,,0.0002724053391446,0.0030395136778115,0.7649833286276484,,0.0002626050420168,0.0104166666666666,0.6042747176995797
0.0005252100840336,0.0104166666666666,0.6042747176995797,,0.0006443298969072,0.0022321428571428,0.6136059318621134,,0.0005550929780738,0.0050377833753148,0.8262621898487895,,0.0008172160174339,0.0030395136778115,0.7649833286276484,,0.0005252100840336,0.0104166666666666,0.6042747176995797
0.0005252100840336,0.015625,0.6042747176995797,,0.0006443298969072,0.0066964285714285,0.6136059318621134,,0.0005550929780738,0.0100755667506297,0.8262621898487895,,0.0008172160174339,0.0091185410334346,0.7649833286276484,,0.0005252100840336,0.015625,0.6042747176995797
0.001313025210084,0.015625,0.6042747176995797,,0.001610824742268,0.0066964285714285,0.6136059318621134,,0.0011101859561476,0.0100755667506297,0.8262621898487895,,0.0016344320348678,0.0091185410334346,0.7649833286276484,,0.001313025210084,0.015625,0.6042747176995797
0.001313025210084,0.0208333333333333,0.6042747176995797,,0.001610824742268,0.0100446428571428,0.6136059318621134,,0.0011101859561476,0.0151133501259445,0.8262621898487895,,0.0016344320348678,0.0121580547112462,0.7649833286276484,,0.001313025210084,0.0208333333333333,0.6042747176995797
0.0039390756302521,0.0208333333333333,0.6042747176995797,,0.0022551546391752,0.0100446428571428,0.6136059318621134,,0.0027754648903691,0.0151133501259445,0.8262621898487895,,0.0019068373740125,0.0121580547112462,0.7649833286276484,,0.0039390756302521,0.0208333333333333,0.6042747176995797
0.0039390756302521,0.0260416666666666,0.6042747176995797,,0.0022551546391752,0.0111607142857142,0.6136059318621134,,0.0027754648903691,0.0201511335012594,0.8262621898487895,,0.0019068373740125,0.0182370820668693,0.7649833286276484,,0.0039390756302521,0.0260416666666666,0.6042747176995797
0.0042016806722689,0.0260416666666666,0.6042747176995797,,0.003221649484536,0.0111607142857142,0.6136059318621134,,0.003053011379406,0.0201511335012594,0.8262621898487895,,0.0029964587305911,0.0182370820668693,0.7649833286276484,,0.0042016806722689,0.0260416666666666,0.6042747176995797
0.0042016806722689,0.03125,0.6042747176995797,,0.003221649484536,0.0145089285714285,0.6136059318621134,,0.003053011379406,0.0226700251889168,0.8262621898487895,,0.0029964587305911,0.0212765957446808,0.7649833286276484,,0.0042016806722689,0.03125,0.6042747176995797
0.0076155462184873,0.03125,0.6042747176995797,,0.0035438144329896,0.0145089285714285,0.6136059318621134,,0.0038856508465167,0.0226700251889168,0.8262621898487895,,0.0032688640697357,0.0212765957446808,0.7649833286276484,,0.0076155462184873,0.03125,0.6042747176995797
0.0076155462184873,0.0364583333333333,0.6042747176995797,,0.0035438144329896,0.0178571428571428,0.6136059318621134,,0.0038856508465167,0.0251889168765743,0.8262621898487895,,0.0032688640697357,0.0243161094224924,0.7649833286276484,,0.0076155462184873,0.0364583333333333,0.6042747176995797
0.0144432773109243,0.0364583333333333,0.6042747176995797,,0.0038659793814432,0.0178571428571428,0.6136059318621134,,0.0044407438245906,0.0251889168765743,0.8262621898487895,,0.003813674748025,0.0243161094224924,0.7649833286276484,,0.0144432773109243,0.0364583333333333,0.6042747176995797
0.0144432773109243,0.0416666666666666,0.6042747176995797,,0.0038659793814432,0.0189732142857142,0.6136059318621134,,0.0044407438245906,0.0277078085642317,0.8262621898487895,,0.003813674748025,0.0303951367781155,0.7649833286276484,,0.0144432773109243,0.0416666666666666,0.6042747176995797
0.0149684873949579,0.0416666666666666,0.6042747176995797,,0.0041881443298969,0.0189732142857142,0.6136059318621134,,0.0047182903136275,0.0277078085642317,0.8262621898487895,,0.0049032961046036,0.0303951367781155,0.7649833286276484,,0.0149684873949579,0.0416666666666666,0.6042747176995797
0.0149684873949579,0.046875,0.6042747176995797,,0.0041881443298969,0.0200892857142857,0.6136059318621134,,0.0047182903136275,0.0327455919395466,0.8262621898487895,,0.0049032961046036,0.033434650455927,0.7649833286276484,,0.0149684873949579,0.046875,0.6042747176995797
0.0178571428571428,0.046875,0.6042747176995797,,0.0051546391752577,0.0200892857142857,0.6136059318621134,,0.0049958368026644,0.0327455919395466,0.8262621898487895,,0.0054481067828929,0.033434650455927,0.7649833286276484,,0.0178571428571428,0.046875,0.6042747176995797
0.0178571428571428,0.0520833333333333,0.6042747176995797,,0.0051546391752577,0.0212053571428571,0.6136059318621134,,0.0049958368026644,0.035264483627204,0.8262621898487895,,0.0054481067828929,0.0364741641337386,0.7649833286276484,,0.0178571428571428,0.0520833333333333,0.6042747176995797
0.0186449579831932,0.0520833333333333,0.6042747176995797,,0.0057989690721649,0.0212053571428571,0.6136059318621134,,0.0055509297807382,0.035264483627204,0.8262621898487895,,0.0065377281394715,0.0364741641337386,0.7649833286276484,,0.0186449579831932,0.0520833333333333,0.6042747176995797
0.0186449579831932,0.0625,0.6042747176995797,,0.0057989690721649,0.0223214285714285,0.6136059318621134,,0.0055509297807382,0.0403022670025188,0.8262621898487895,,0.0065377281394715,0.0395136778115501,0.7649833286276484,,0.0186449579831932,0.0625,0.6042747176995797
0.0225840336134453,0.0625,0.6042747176995797,,0.0064432989690721,0.0223214285714285,0.6136059318621134,,0.0058284762697751,0.0403022670025188,0.8262621898487895,,0.0068101334786161,0.0395136778115501,0.7649833286276484,,0.0225840336134453,0.0625,0.6042747176995797
